"Work ID",answers,"inner score"
77000100,"1::به ندرت, 2::اصلا  درباره من صدق نمی‌کند, 3::به ندرت, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::گاهی اوقات, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",32
1347,"1::گاهی اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::گاهی اوقات, 5::گاهی اوقات, 6::اصلا  درباره من صدق نمی‌کند, 7::بیشتر اوقات, 8::اصلا  درباره من صدق نمی‌کند, 9::گاهی اوقات, 10::همیشه, 11::اصلا  درباره من صدق نمی‌کند, 12::به ندرت, 13::همیشه, 14::همیشه, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::بیشتر اوقات, 18::گاهی اوقات, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::همیشه, 25::به ندرت",67
77001104,"1::بیشتر اوقات, 2::گاهی اوقات, 3::به ندرت, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::گاهی اوقات, 19::اصلا  درباره من صدق نمی‌کند, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::گاهی اوقات, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",37
77000578,"1::بیشتر اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::بیشتر اوقات, 5::به ندرت, 6::گاهی اوقات, 7::به ندرت, 8::به ندرت, 9::به ندرت, 10::گاهی اوقات, 11::بیشتر اوقات, 12::به ندرت, 13::گاهی اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::بیشتر اوقات, 20::گاهی اوقات, 21::به ندرت, 22::گاهی اوقات, 23::بیشتر اوقات, 24::گاهی اوقات, 25::بیشتر اوقات",70
77000159,"1::گاهی اوقات, 2::به ندرت, 3::اصلا  درباره من صدق نمی‌کند, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::به ندرت, 12::اصلا  درباره من صدق نمی‌کند, 13::به ندرت, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::گاهی اوقات, 18::گاهی اوقات, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::به ندرت, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",41
77000696,"1::به ندرت, 2::گاهی اوقات, 3::گاهی اوقات, 4::همیشه, 5::گاهی اوقات, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::همیشه, 9::به ندرت, 10::به ندرت, 11::به ندرت, 12::گاهی اوقات, 13::گاهی اوقات, 14::گاهی اوقات, 15::به ندرت, 16::به ندرت, 17::بیشتر اوقات, 18::گاهی اوقات, 19::گاهی اوقات, 20::گاهی اوقات, 21::گاهی اوقات, 22::گاهی اوقات, 23::به ندرت, 24::گاهی اوقات, 25::گاهی اوقات",70
30100024,"1::گاهی اوقات, 2::بیشتر اوقات, 3::گاهی اوقات, 4::بیشتر اوقات, 5::گاهی اوقات, 6::به ندرت, 7::همیشه, 8::به ندرت, 9::گاهی اوقات, 10::به ندرت, 11::بیشتر اوقات, 12::گاهی اوقات, 13::به ندرت, 14::به ندرت, 15::به ندرت, 16::بیشتر اوقات, 17::به ندرت, 18::گاهی اوقات, 19::به ندرت, 20::بیشتر اوقات, 21::به ندرت, 22::همیشه, 23::گاهی اوقات, 24::به ندرت, 25::همیشه",76
77000153,"1::به ندرت, 2::اصلا  درباره من صدق نمی‌کند, 3::اصلا  درباره من صدق نمی‌کند, 4::بیشتر اوقات, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::به ندرت, 9::گاهی اوقات, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::گاهی اوقات, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",38
77000248,"1::همیشه, 2::بیشتر اوقات, 3::به ندرت, 4::گاهی اوقات, 5::بیشتر اوقات, 6::همیشه, 7::به ندرت, 8::به ندرت, 9::به ندرت, 10::همیشه, 11::بیشتر اوقات, 12::به ندرت, 13::گاهی اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::همیشه, 17::بیشتر اوقات, 18::اصلا  درباره من صدق نمی‌کند, 19::گاهی اوقات, 20::گاهی اوقات, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::بیشتر اوقات, 24::به ندرت, 25::گاهی اوقات",73
77000005,"1::گاهی اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::به ندرت, 5::گاهی اوقات, 6::به ندرت, 7::به ندرت, 8::گاهی اوقات, 9::گاهی اوقات, 10::گاهی اوقات, 11::گاهی اوقات, 12::گاهی اوقات, 13::به ندرت, 14::به ندرت, 15::به ندرت, 16::گاهی اوقات, 17::گاهی اوقات, 18::گاهی اوقات, 19::به ندرت, 20::به ندرت, 21::گاهی اوقات, 22::به ندرت, 23::به ندرت, 24::به ندرت, 25::به ندرت",63
76236810,"1::به ندرت, 2::گاهی اوقات, 3::بیشتر اوقات, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::به ندرت, 9::گاهی اوقات, 10::به ندرت, 11::گاهی اوقات, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::به ندرت, 18::گاهی اوقات, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::به ندرت, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",47
77000160,"1::اصلا  درباره من صدق نمی‌کند, 2::اصلا  درباره من صدق نمی‌کند, 3::اصلا  درباره من صدق نمی‌کند, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",25
50000397,"1::به ندرت, 2::به ندرت, 3::به ندرت, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::به ندرت, 10::اصلا  درباره من صدق نمی‌کند, 11::گاهی اوقات, 12::اصلا  درباره من صدق نمی‌کند, 13::به ندرت, 14::به ندرت, 15::به ندرت, 16::اصلا  درباره من صدق نمی‌کند, 17::گاهی اوقات, 18::به ندرت, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::به ندرت, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::گاهی اوقات, 25::گاهی اوقات",45
140048,"1::بیشتر اوقات, 2::گاهی اوقات, 3::به ندرت, 4::گاهی اوقات, 5::گاهی اوقات, 6::به ندرت, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::به ندرت, 10::به ندرت, 11::به ندرت, 12::به ندرت, 13::گاهی اوقات, 14::به ندرت, 15::گاهی اوقات, 16::بیشتر اوقات, 17::گاهی اوقات, 18::گاهی اوقات, 19::گاهی اوقات, 20::گاهی اوقات, 21::به ندرت, 22::به ندرت, 23::گاهی اوقات, 24::گاهی اوقات, 25::گاهی اوقات",65
77001018,"1::اصلا  درباره من صدق نمی‌کند, 2::به ندرت, 3::گاهی اوقات, 4::گاهی اوقات, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::به ندرت, 9::به ندرت, 10::گاهی اوقات, 11::به ندرت, 12::گاهی اوقات, 13::به ندرت, 14::گاهی اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::بیشتر اوقات, 18::گاهی اوقات, 19::به ندرت, 20::به ندرت, 21::به ندرت, 22::گاهی اوقات, 23::بیشتر اوقات, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",59
77000019,"1::به ندرت, 2::به ندرت, 3::گاهی اوقات, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::گاهی اوقات, 11::گاهی اوقات, 12::اصلا  درباره من صدق نمی‌کند, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::گاهی اوقات, 18::گاهی اوقات, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::به ندرت",47
77000594,"1::گاهی اوقات, 2::گاهی اوقات, 3::به ندرت, 4::بیشتر اوقات, 5::به ندرت, 6::به ندرت, 7::اصلا  درباره من صدق نمی‌کند, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::اصلا  درباره من صدق نمی‌کند, 14::به ندرت, 15::به ندرت, 16::گاهی اوقات, 17::بیشتر اوقات, 18::گاهی اوقات, 19::گاهی اوقات, 20::گاهی اوقات, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::بیشتر اوقات, 24::بیشتر اوقات, 25::بیشتر اوقات",61
77000589,"1::به ندرت, 2::به ندرت, 3::گاهی اوقات, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::به ندرت, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::به ندرت, 10::اصلا  درباره من صدق نمی‌کند, 11::به ندرت, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::به ندرت, 18::به ندرت, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::به ندرت",40
77000819,"1::به ندرت, 2::به ندرت, 3::گاهی اوقات, 4::گاهی اوقات, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::به ندرت, 10::اصلا  درباره من صدق نمی‌کند, 11::به ندرت, 12::به ندرت, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::به ندرت, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::به ندرت, 24::اصلا  درباره من صدق نمی‌کند, 25::به ندرت",43
140281,"1::به ندرت, 2::گاهی اوقات, 3::بیشتر اوقات, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::به ندرت, 7::به ندرت, 8::به ندرت, 9::گاهی اوقات, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::گاهی اوقات, 14::گاهی اوقات, 15::گاهی اوقات, 16::به ندرت, 17::گاهی اوقات, 18::گاهی اوقات, 19::گاهی اوقات, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",57
86295471,"1::اصلا  درباره من صدق نمی‌کند, 2::به ندرت, 3::به ندرت, 4::اصلا  درباره من صدق نمی‌کند, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::به ندرت, 12::به ندرت, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::به ندرت, 18::گاهی اوقات, 19::گاهی اوقات, 20::اصلا  درباره من صدق نمی‌کند, 21::گاهی اوقات, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::گاهی اوقات, 25::گاهی اوقات",42
77001361,"1::گاهی اوقات, 2::به ندرت, 3::به ندرت, 4::گاهی اوقات, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::به ندرت, 16::به ندرت, 17::به ندرت, 18::به ندرت, 19::گاهی اوقات, 20::به ندرت, 21::گاهی اوقات, 22::گاهی اوقات, 23::به ندرت, 24::به ندرت, 25::به ندرت",53
77000477,"1::گاهی اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::اصلا  درباره من صدق نمی‌کند, 9::گاهی اوقات, 10::اصلا  درباره من صدق نمی‌کند, 11::به ندرت, 12::گاهی اوقات, 13::به ندرت, 14::گاهی اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::به ندرت, 18::گاهی اوقات, 19::بیشتر اوقات, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::گاهی اوقات, 25::گاهی اوقات",55
50000553,"1::گاهی اوقات, 2::به ندرت, 3::به ندرت, 4::اصلا  درباره من صدق نمی‌کند, 5::گاهی اوقات, 6::بیشتر اوقات, 7::به ندرت, 8::به ندرت, 9::بیشتر اوقات, 10::بیشتر اوقات, 11::گاهی اوقات, 12::اصلا  درباره من صدق نمی‌کند, 13::گاهی اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::گاهی اوقات, 18::بیشتر اوقات, 19::گاهی اوقات, 20::به ندرت, 21::گاهی اوقات, 22::گاهی اوقات, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",61
50000560,"1::به ندرت, 2::به ندرت, 3::به ندرت, 4::اصلا  درباره من صدق نمی‌کند, 5::گاهی اوقات, 6::گاهی اوقات, 7::به ندرت, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::گاهی اوقات, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::گاهی اوقات, 19::اصلا  درباره من صدق نمی‌کند, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",43
77000878,"1::گاهی اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::بیشتر اوقات, 12::اصلا  درباره من صدق نمی‌کند, 13::بیشتر اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::بیشتر اوقات, 17::بیشتر اوقات, 18::بیشتر اوقات, 19::بیشتر اوقات, 20::به ندرت, 21::گاهی اوقات, 22::همیشه, 23::گاهی اوقات, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",63
77001171,"1::گاهی اوقات, 2::بیشتر اوقات, 3::همیشه, 4::بیشتر اوقات, 5::همیشه, 6::گاهی اوقات, 7::گاهی اوقات, 8::به ندرت, 9::گاهی اوقات, 10::گاهی اوقات, 11::همیشه, 12::گاهی اوقات, 13::گاهی اوقات, 14::به ندرت, 15::بیشتر اوقات, 16::همیشه, 17::گاهی اوقات, 18::اصلا  درباره من صدق نمی‌کند, 19::به ندرت, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::بیشتر اوقات, 24::گاهی اوقات, 25::بیشتر اوقات",79
76236331,"1::بیشتر اوقات, 2::بیشتر اوقات, 3::بیشتر اوقات, 4::گاهی اوقات, 5::بیشتر اوقات, 6::به ندرت, 7::گاهی اوقات, 8::بیشتر اوقات, 9::گاهی اوقات, 10::گاهی اوقات, 11::بیشتر اوقات, 12::به ندرت, 13::به ندرت, 14::گاهی اوقات, 15::به ندرت, 16::گاهی اوقات, 17::گاهی اوقات, 18::به ندرت, 19::بیشتر اوقات, 20::گاهی اوقات, 21::به ندرت, 22::به ندرت, 23::بیشتر اوقات, 24::بیشتر اوقات, 25::بیشتر اوقات",78
77000917,"1::بیشتر اوقات, 2::به ندرت, 3::گاهی اوقات, 4::به ندرت, 5::گاهی اوقات, 6::به ندرت, 7::به ندرت, 8::اصلا  درباره من صدق نمی‌کند, 9::به ندرت, 10::گاهی اوقات, 11::بیشتر اوقات, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::بیشتر اوقات, 18::گاهی اوقات, 19::بیشتر اوقات, 20::بیشتر اوقات, 21::گاهی اوقات, 22::همیشه, 23::اصلا  درباره من صدق نمی‌کند, 24::گاهی اوقات, 25::گاهی اوقات",68
1300,"1::اصلا  درباره من صدق نمی‌کند, 2::به ندرت, 3::گاهی اوقات, 4::همیشه, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::همیشه, 8::همیشه, 9::به ندرت, 10::اصلا  درباره من صدق نمی‌کند, 11::همیشه, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::بیشتر اوقات, 18::همیشه, 19::همیشه, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::همیشه, 24::بیشتر اوقات, 25::همیشه",69
77000432,"1::به ندرت, 2::به ندرت, 3::بیشتر اوقات, 4::گاهی اوقات, 5::به ندرت, 6::به ندرت, 7::گاهی اوقات, 8::گاهی اوقات, 9::به ندرت, 10::گاهی اوقات, 11::به ندرت, 12::به ندرت, 13::گاهی اوقات, 14::گاهی اوقات, 15::به ندرت, 16::به ندرت, 17::به ندرت, 18::گاهی اوقات, 19::به ندرت, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",55
140081,"1::بیشتر اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::گاهی اوقات, 5::به ندرت, 6::گاهی اوقات, 7::گاهی اوقات, 8::گاهی اوقات, 9::به ندرت, 10::اصلا  درباره من صدق نمی‌کند, 11::گاهی اوقات, 12::بیشتر اوقات, 13::گاهی اوقات, 14::بیشتر اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::بیشتر اوقات, 18::بیشتر اوقات, 19::بیشتر اوقات, 20::به ندرت, 21::گاهی اوقات, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",66
76237214,"1::گاهی اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::گاهی اوقات, 9::اصلا  درباره من صدق نمی‌کند, 10::گاهی اوقات, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::گاهی اوقات, 14::بیشتر اوقات, 15::به ندرت, 16::بیشتر اوقات, 17::گاهی اوقات, 18::به ندرت, 19::گاهی اوقات, 20::به ندرت, 21::به ندرت, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::به ندرت, 25::به ندرت",55
140169,"1::گاهی اوقات, 2::به ندرت, 3::بیشتر اوقات, 4::گاهی اوقات, 5::گاهی اوقات, 6::به ندرت, 7::بیشتر اوقات, 8::به ندرت, 9::به ندرت, 10::بیشتر اوقات, 11::بیشتر اوقات, 12::به ندرت, 13::بیشتر اوقات, 14::به ندرت, 15::گاهی اوقات, 16::بیشتر اوقات, 17::بیشتر اوقات, 18::بیشتر اوقات, 19::به ندرت, 20::گاهی اوقات, 21::گاهی اوقات, 22::به ندرت, 23::به ندرت, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",70
77000031,"1::گاهی اوقات, 2::گاهی اوقات, 3::به ندرت, 4::گاهی اوقات, 5::گاهی اوقات, 6::به ندرت, 7::گاهی اوقات, 8::اصلا  درباره من صدق نمی‌کند, 9::گاهی اوقات, 10::گاهی اوقات, 11::گاهی اوقات, 12::گاهی اوقات, 13::گاهی اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::بیشتر اوقات, 17::به ندرت, 18::بیشتر اوقات, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::به ندرت, 22::به ندرت, 23::بیشتر اوقات, 24::بیشتر اوقات, 25::بیشتر اوقات",66
77001222,"1::به ندرت, 2::به ندرت, 3::گاهی اوقات, 4::گاهی اوقات, 5::به ندرت, 6::به ندرت, 7::به ندرت, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::بیشتر اوقات, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::اصلا  درباره من صدق نمی‌کند, 19::گاهی اوقات, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::گاهی اوقات, 24::گاهی اوقات, 25::اصلا  درباره من صدق نمی‌کند",44
76236729,"1::گاهی اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::گاهی اوقات, 5::به ندرت, 6::گاهی اوقات, 7::گاهی اوقات, 8::گاهی اوقات, 9::به ندرت, 10::به ندرت, 11::بیشتر اوقات, 12::گاهی اوقات, 13::به ندرت, 14::به ندرت, 15::گاهی اوقات, 16::گاهی اوقات, 17::گاهی اوقات, 18::گاهی اوقات, 19::همیشه, 20::گاهی اوقات, 21::بیشتر اوقات, 22::گاهی اوقات, 23::گاهی اوقات, 24::به ندرت, 25::به ندرت",73
76237298,"1::گاهی اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::به ندرت, 5::به ندرت, 6::به ندرت, 7::بیشتر اوقات, 8::گاهی اوقات, 9::به ندرت, 10::به ندرت, 11::گاهی اوقات, 12::گاهی اوقات, 13::گاهی اوقات, 14::به ندرت, 15::به ندرت, 16::گاهی اوقات, 17::گاهی اوقات, 18::به ندرت, 19::به ندرت, 20::گاهی اوقات, 21::به ندرت, 22::گاهی اوقات, 23::گاهی اوقات, 24::به ندرت, 25::به ندرت",65
